Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,19/09/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Haiti,HTI,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.059521825,2.011648389,1.958114909,1.926429791,1.889898578,1.868924865,1.861046656,1.843494334,1.824329261,1.819920951,1.82614145,1.795963659,1.744825138,1.724900297,1.679416467,1.664485533,1.680161634,1.653990263,1.625856056,1.609813337,1.146888672,1.125747296,1.537468808,1.498986449,1.465967975,1.439893507,1.410821213,1.387530074,1.361131318,1.335138592,1.302919959,1.237298997,1.193341956
Hungary,HUN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.033117297,-0.005668183,-0.039136583,-0.114035594,-0.136883104,-0.139220004,-0.171771609,-0.201458936,-0.232679337,-0.28326061,-0.259764908,-0.229379183,-0.284751377,-0.286433268,-0.221439379,-0.198878843,-0.155716485,-0.154915158,-0.175097367,-0.154908814,-0.226013876,-0.283360436,-0.516437607,-0.275368757,-0.269378767,-0.237855002,-0.295110605,-0.265860932,-0.126786952,-0.04525571,-0.215067837,-0.413751024,-0.272113417
IBRD only,IBD,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.747397398,1.679866984,1.574734956,1.506142976,1.469488661,1.433043,1.400966345,1.376017343,1.337056092,1.2778949,1.218193085,1.182437761,1.140087704,1.113223535,1.100440587,1.078895008,1.037357121,1.000221395,1.005772666,1.011885432,0.995017063,1.023457576,1.07222772,1.091613081,1.074970194,1.030116629,0.978862081,0.940058425,0.860744589,0.789687958,0.703609789,0.564200718,0.389115547
IDA & IBRD total,IBT,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.924674383,1.861646204,1.787165777,1.746299087,1.707652801,1.669429372,1.642579836,1.61199585,1.575415297,1.530161613,1.491096767,1.468432822,1.442856512,1.416918827,1.395726494,1.376146694,1.348934787,1.320895769,1.316662121,1.325316454,1.32938387,1.351193597,1.366537602,1.356942009,1.33702308,1.305560856,1.279914559,1.263673188,1.213276862,1.169653246,1.116537571,1.014956855,0.881005439
IDA total,IDA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.638625668,2.587372633,2.627761727,2.686854196,2.62968153,2.574230239,2.557099278,2.495117588,2.457706808,2.453718763,2.478740154,2.490722791,2.511289482,2.474286039,2.410159931,2.384273501,2.392175171,2.380387413,2.329977949,2.333696237,2.391223979,2.377784372,2.276229916,2.167401685,2.129047431,2.129466734,2.170726283,2.210076028,2.2314378,2.252330903,2.276308555,2.261507066,2.218731672
IDA blend,IDB,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.970586736,2.915631687,2.650171205,2.582963823,2.674529302,2.691723802,2.733358719,2.676389764,2.635533155,2.602832462,2.74314665,2.758588359,2.508724411,2.378025957,2.406734618,2.371820932,2.363951036,2.405583094,2.432501913,2.47422594,2.556154632,2.475755778,2.257821146,2.132588686,2.064737514,1.987966595,1.93152367,1.977553298,2.038493534,2.052690346,2.103591628,2.124633571,2.137746941
Indonesia,IDN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.778290867,1.742177499,1.710135304,1.67182801,1.650685577,1.63416752,1.618816861,1.6030893,1.564932863,1.500042943,1.447088484,1.410098855,1.373519281,1.338043891,1.273226489,1.260748296,1.299308899,1.311847596,1.302170535,1.27153209,1.251517291,1.255738089,1.255941458,1.21281781,1.159506642,1.110854932,1.058942059,1.006439524,0.966206436,0.937689274,0.840389268,0.694717688,0.636555115
IDA only,IDX,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.476852412,2.426632733,2.616736002,2.73798613,2.607642018,2.516452812,2.470275559,2.405595393,2.369654127,2.379691698,2.347190218,2.356936274,2.512575644,2.522550362,2.411874945,2.390508043,2.406303373,2.367780385,2.278659637,2.26324837,2.308373282,2.328450559,2.285513055,2.184952363,2.161452117,2.200698776,2.290891707,2.32647538,2.327695084,2.351647389,2.361980198,2.329228148,2.258720483
Isle of Man,IMN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.647121898,1.305605158,0.766724917,0.57156385,0.541593945,0.505094095,0.734830929,1.121760143,1.274928544,1.2682538,1.190189114,1.100300651,1.022270771,0.974724392,0.942439422,0.933640362,1.018531384,1.081038,1.099970011,1.113332544,1.095109389,0.620772843,-0.01422745,-0.230291765,-0.295168031,-0.3618152,-0.171213442,0.155660691,0.23303766,0.18842279,0.134540647,0.2578592,0.303350116
India,IND,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.141140539,2.101891054,2.074344245,2.047837361,2.02085602,1.991871229,1.951435501,1.919262595,1.887557865,1.849333251,1.822184002,1.808446421,1.776767874,1.724269032,1.67281087,1.604129169,1.52430796,1.46637175,1.422391509,1.39119493,1.377595812,1.361588085,1.33219205,1.297548835,1.240362184,1.18779532,1.185046229,1.155624491,1.087527722,1.025310772,0.955220858,0.797216094,0.680372581
Not classified,INX,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084413021,0.574927781,0.682256778,0.499840487,0.394187639,0.512695055,0.791271347,1.002814735,1.043076836,1.127299556,1.333042666,1.59215149,1.685148857,1.628950962,1.828313818,2.178703014,2.696005644,2.890960005,2.038708011,1.015663276,0.544884384,0.436072439,0.423743803,0.526556159,0.731001377,0.944845307,1.128834064,1.088675561,1.238875453,1.367626954,1.029110503,,
"Iran, Islamic Rep.",IRN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.927634041,3.862612129,2.353719571,0.643706109,0.3846952,1.339738969,1.313113199,1.42194972,1.557714174,1.584141878,1.645391949,1.710031912,0.973524734,0.927820931,1.615863946,1.610040011,1.54559661,1.453637082,1.371885026,1.360470266,1.404424281,1.277550034,1.277425408,1.456505903,1.897214219,2.261784926,1.835807917,1.428825527,1.307882209,1.099593263,0.835176148,,
Iraq,IRQ,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.229559824,1.05900596,2.977114554,4.831666848,4.817124004,3.402450561,3.24284506,3.145296328,3.185153319,3.273929669,3.336246694,3.184017345,3.211049289,3.051311163,2.87715846,2.969706065,0.718432209,-0.850221916,1.926462655,3.598793338,3.170933202,3.498580088,4.488463918,4.665418597,3.50227675,2.71497647,2.4594025,2.357692329,2.417560687,2.368388314,2.362111839,,
Iceland,ISL,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.777662199,1.15914942,1.256632077,1.016811928,0.866835947,0.542467998,0.539913017,0.819197091,1.070859043,1.209238786,1.369192833,1.329295255,0.892596377,0.69249762,0.877936158,1.582891978,2.34742243,2.530085489,1.859572171,0.341241979,-0.143903,0.305468368,0.532100735,0.9458859,1.112504755,1.041940387,1.388081496,2.345582676,2.678142769,2.198932258,1.623086251,,
Israel,ISR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.094603009,6.017008783,3.455466899,2.658091779,2.589262849,2.668286957,2.616505943,2.498395043,2.28687869,2.546433887,2.642331913,2.357117299,2.014058394,1.805519759,1.767623642,1.762897661,1.767805874,1.776100869,1.776579106,2.390207338,1.82675241,1.848077862,1.846151321,1.866052895,1.919543799,1.981288976,1.960348962,1.938725674,1.926622865,1.90898264,1.763679392,,
Italy,ITA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.083708573,0.069231189,0.067924433,0.061135853,0.020372074,0.001588562,0.028104408,0.05290695,0.028774016,0.016820844,0.045303631,0.056167601,0.148916429,0.444507313,0.647182705,0.491389108,0.300559689,0.504933687,0.662469253,0.45561345,0.307591222,0.171978291,0.26954124,1.159251117,0.917504096,-0.096376133,-0.169884073,-0.149861117,-0.19006364,-1.153028424,-0.487095092,,
Jamaica,JAM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.783359845,0.825875857,0.937065618,1.000818385,1.016345389,1.008909233,0.93299999,0.867169705,0.842367314,0.761829205,0.611850749,0.50404776,0.487837447,0.483356776,0.489064956,0.480782489,0.476920503,0.428910144,0.375125565,0.405906287,0.421348655,0.447915144,0.495752367,0.481191238,0.410748099,0.354975146,0.294793626,0.202492606,0.12309148,0.068899222,0.236519558,,
Jordan,JOR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.996459234,5.200356878,5.324526407,5.260719644,4.846742607,4.121956251,3.319663843,2.675912988,2.312427403,2.172011205,2.106594083,2.09677759,2.150168065,2.260009348,2.494625425,2.606722574,6.757909009,6.343808711,2.432776564,2.20117695,2.199151314,2.545810456,1.422787817,6.481928642,11.79401566,9.219917888,4.835850135,2.485009342,2.365102658,2.257509754,2.127362818,,
Japan,JPN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331782885,0.392819832,0.371192387,0.324167599,0.279192364,0.234590173,0.226884732,0.238271218,0.27172961,0.182586374,0.167275578,0.240952588,0.232527187,0.213980949,0.033662258,0.009392097,0.063373589,0.114908848,0.048425395,-0.012494631,0.017960542,-0.185226486,-0.159710676,-0.144271883,-0.132694222,-0.106124994,-0.051137415,-0.081874296,-0.126880068,-0.140464978,-0.294194618,,
Kazakhstan,KAZ,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.604342663,0.632391826,-0.076714451,-0.356023623,-1.444425511,-2.062039818,-1.516321571,-1.577523754,-1.728416448,-0.955113482,-0.300201487,-0.170069526,0.004125545,0.336408914,0.694909484,0.888898043,1.057671309,1.143851233,1.872962096,1.982408057,1.413271477,1.431512449,1.408676887,1.439445356,1.472670873,1.461484685,1.42204614,1.360381269,1.314522985,1.28960849,1.298635325,,
Kenya,KEN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.400831691,3.211652019,3.036790519,2.941842481,2.879988411,2.809366538,2.706473695,2.674428779,2.689160274,2.801269322,2.915446842,3.028826855,3.033609778,2.967443353,2.989515436,2.97658074,2.974711117,2.965824801,2.978845155,2.960691877,2.817524067,2.655435058,2.525956443,2.409931364,2.294178016,2.20032212,2.202145562,2.175708427,2.032734005,1.978456948,2.009700111,,
Kyrgyz Republic,KGZ,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.924484883,1.635307708,1.153816119,0.028786218,-0.035430369,0.998300396,1.480089704,1.458502175,1.534038154,1.486072263,1.191125924,0.948856614,0.917899317,1.048444924,1.210105425,1.127864459,1.075051294,0.953586964,0.950220145,1.207265644,1.192864429,1.216890729,1.665236559,1.984738667,2.006107899,2.059025966,2.037224422,1.933647156,1.99032207,2.08787614,1.897863823,,
Cambodia,KHM,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888891053,3.83702258,4.836681184,5.264627959,3.762942278,2.627508394,2.380732598,2.20186668,2.056361276,1.951251573,1.830648179,1.793814334,1.795929879,1.782576229,1.772331946,1.753175949,1.730269692,1.743255619,1.656639057,1.507891949,1.457229884,1.453873407,1.449284193,1.430499716,1.397775194,1.34979002,1.334085157,1.310482663,1.221445659,1.132442162,1.160057697,,
Kiribati,KIR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.272580302,1.961364082,1.668506732,1.518558552,1.469682634,1.504866261,1.644459593,1.766229952,1.760052018,1.714717276,1.745494732,1.901293355,2.043464516,2.037541967,2.017640848,1.996074256,1.936029236,1.895336352,1.911071736,1.933743494,1.868357221,1.722202058,1.577537693,1.505392344,1.466543437,1.486483528,1.535613884,1.548120924,1.565423542,1.606512389,1.772654752,,
St. Kitts and Nevis,KNA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.872255249,-0.231589943,0.879158925,1.328543956,1.327792492,1.29864275,1.27735341,1.288734077,1.3062562,1.336272761,1.408879605,1.14821868,0.602711852,0.360321874,0.320392486,0.310808889,0.318379739,0.3003549,0.29945547,0.275301417,0.247124924,0.374800405,0.30637536,0.083774902,0.046046298,0.00209251,-0.004185064,-0.006277924,-0.050237583,-0.102646831,-0.146821345,,
"Korea, Rep.",KOR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.985130494,0.989785982,1.039161356,1.015821437,1.006157245,1.006200855,0.952779422,0.937713809,0.721865018,0.710794593,0.836180864,0.767241775,0.577957277,0.518321453,0.396331437,0.211997784,0.52519994,0.505234033,0.759316682,0.514682828,0.498225084,0.768971759,0.525713661,0.455218622,0.628149861,0.527288497,0.396851823,0.280968018,0.433519028,0.347874969,0.137869266,,
Kuwait,KWT,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-27.72222482,-22.34797397,19.05204037,2.01651287,-0.761153759,0.856473402,2.864297474,3.356943875,3.243836795,3.131630216,3.015393997,2.891932877,2.757762092,2.610111849,2.443137206,3.733592238,5.568354328,5.888960464,5.59158489,5.311834538,5.152155972,6.58897845,7.676428102,7.156824721,3.106740562,3.837569365,3.502809085,1.8798817,4.55608227,2.829852402,-1.832820647,,
Latin America & Caribbean (excluding high income),LAC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.90131872,1.877242224,1.81956124,1.779526295,1.746719122,1.707769646,1.656398609,1.614520298,1.575023222,1.530766413,1.481847953,1.429496297,1.376635212,1.31610098,1.277243143,1.246931192,1.203451217,1.164808883,1.126891154,1.103655312,1.051559484,1.141156063,1.127730542,1.091548577,1.065479895,1.045801999,1.04108134,1.063706811,1.093883333,1.054611453,0.911196365,,
Lao PDR,LAO,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.842489334,2.806094944,2.753595693,2.686395608,2.584170379,2.4547162,2.336440815,2.091880724,1.854044372,1.759452085,1.686007204,1.622856732,1.553068982,1.469044227,1.380844115,1.459487231,1.58692258,1.580871534,1.552324476,1.521468617,1.489478797,1.458595085,1.430973275,1.402649861,1.364912288,1.423956165,1.519813691,1.534364495,1.518707268,1.495404815,1.47745666,,
Lebanon,LBN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.915947495,2.011903517,2.12289417,1.940490039,1.799673326,1.822118909,1.866556365,1.800831147,1.719330796,1.690339368,1.648031352,1.574297581,1.300762376,1.299044696,1.54172773,1.480785947,1.64098,1.883559829,1.608846133,1.291279798,0.898071621,0.981119441,2.607520841,9.226496128,9.971969542,1.966373269,-2.21727979,-2.415521032,-2.627212541,-2.879865896,-2.079336906,,
Liberia,LBR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.64553318,-13.05767076,5.682586793,3.830212419,-0.355709869,0.807199025,2.832149991,7.822761725,10.19988526,5.546454234,3.711300592,2.941368498,2.613448065,0.799708514,1.200925571,4.504636732,5.627399993,5.004982793,4.076460369,3.152289639,2.899627274,3.931537102,3.538298055,2.182354489,2.058594538,2.035413638,2.012596657,1.905489441,1.915395937,1.94236198,2.031168603,,
Libya,LBY,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.556388295,2.447693312,2.341098072,2.228175374,2.097251064,1.957892405,1.821505928,1.692624514,1.590917902,1.534770776,1.895562666,2.322593409,2.423245022,2.508633817,2.581075917,2.610401321,2.29252155,2.051478733,2.128878415,2.094374702,2.051039287,-4.793553713,-5.280077701,1.946077689,1.862888263,1.537394116,1.442351312,1.517588879,1.548437626,1.399514414,1.283445092,,
St. Lucia,LCA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.304314037,1.372814849,1.480652325,1.474528012,1.314383334,1.179905999,1.058390577,0.959858447,0.89719438,0.889216328,0.782994723,0.683551869,0.747538322,0.768367867,0.728418124,0.695945168,0.653297729,0.627569517,0.62958785,0.657477004,0.732191056,0.705377764,0.567095583,0.492075369,0.473649182,0.467430587,0.448818488,0.424237575,0.408392601,0.389934037,0.36554733,,
Latin America & Caribbean,LCN,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.892928788,1.86824121,1.814045327,1.775293591,1.741910868,1.70212997,1.652965534,1.610290762,1.567883117,1.522467023,1.472946612,1.420947029,1.370801718,1.313779437,1.274655583,1.244212291,1.20066685,1.162198028,1.125310452,1.102021391,1.052922955,1.126921473,1.113228646,1.079956908,1.052262324,1.031361266,1.010373501,0.976426297,0.92001607,0.88607378,0.811903931,,
Least developed countries: UN classification,LDC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.492096975,2.445064484,2.674762532,2.830912146,2.688652382,2.582510979,2.533748552,2.473299381,2.468016997,2.500290695,2.439632063,2.428639228,2.598763847,2.615464247,2.496419785,2.475744383,2.44827696,2.356875247,2.329881214,2.369079227,2.405352072,2.444767181,2.458008638,2.457582331,2.454331985,2.424168331,2.4516273,2.463217041,2.422214924,2.413279327,2.437517189,,
Low income,LIC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.552945049,2.543251214,3.003696467,3.172456402,2.915554179,2.881920551,2.956383132,2.834859489,2.750549126,2.792519214,2.687607276,2.700206496,3.01523835,3.073566387,2.910155944,2.918856248,3.038429913,3.008423697,2.906118753,2.894152654,2.877147592,2.859480252,2.758538994,2.561678654,2.503727468,2.549000084,2.664237306,2.721065418,2.755770761,2.83572596,2.820510863,,
Liechtenstein,LIE,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.428545704,1.391284762,1.40600454,1.446503835,1.439016545,1.44450398,1.43670011,1.372294025,1.313339703,1.311645994,1.252282479,1.054194878,0.945302183,0.907042397,0.878482956,0.879502934,0.823120977,0.745302498,0.711545007,0.771009503,0.701110398,0.72939379,0.869403226,0.821163785,0.784827173,0.695762434,0.677661203,0.741744904,0.767717718,0.785258982,0.709498302,,
Sri Lanka,LKA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24886002,1.2276166,1.186399496,1.13487037,1.038774618,0.916453688,0.794161381,0.68866952,0.603488664,0.588824911,0.565924638,0.763488078,1.00146555,1.002109527,0.9653778,0.936752887,0.995543084,1.041072362,1.025608395,0.965634567,0.904381981,0.920756933,0.751749909,0.543830441,0.508369831,0.456782306,0.415306726,0.378824726,0.755904689,0.611875946,0.53062656,,
Lower middle income,LMC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.354225564,2.305708904,2.188273843,2.109704258,2.077138615,2.052367511,2.002771905,1.97510171,1.958637758,1.925198375,1.925089667,1.914543464,1.836827699,1.786305229,1.781201416,1.732113274,1.683608515,1.657055477,1.620554897,1.613602569,1.646900827,1.642848956,1.600225243,1.597908042,1.589984503,1.546349005,1.507492931,1.477390661,1.437394141,1.38992858,1.362918041,,
Low & middle income,LMY,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.993389608,1.890923948,1.815616701,1.767026798,1.727318149,1.690053517,1.663243864,1.630992983,1.591852725,1.546201542,1.514689046,1.491577738,1.463504305,1.43284899,1.411141614,1.390836335,1.362906988,1.337546605,1.33329676,1.338617969,1.344185761,1.363679928,1.379433988,1.369934693,1.350021641,1.318839535,1.294264489,1.282443678,1.238943656,1.19611204,1.138672928,,
Lesotho,LSO,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.789459565,1.681833747,1.572585238,1.440789243,1.325794158,1.219193294,1.080907588,0.890150357,0.659895306,0.432375302,0.219741613,0.04217,-0.097022605,-0.225732599,-0.384374749,-0.401735875,-0.032572928,0.337605696,0.580575262,0.707013589,0.673528483,0.735394495,0.832817873,0.931108536,1.021936222,1.104914388,1.189533622,1.2397919,1.254413132,1.251678122,1.267840873,,
Late-demographic dividend,LTE,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.373335054,1.297980216,1.204610904,1.122809796,1.084462938,1.029401953,0.998016474,0.97297579,0.924817797,0.848334912,0.759044761,0.717644235,0.673190314,0.651202735,0.637885275,0.64166312,0.644236121,0.639539165,0.649516387,0.640577085,0.595008422,0.629653945,0.72247907,0.727886426,0.698156898,0.640044808,0.61698293,0.628757079,0.540528346,0.456905902,0.337179374,,
Lithuania,LTU,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36799903,0.170116869,-0.108586325,-0.474107543,-0.694003963,-0.769728018,-0.760343408,-0.737830358,-0.724436207,-0.709489234,-0.70338544,-0.824008723,-0.802765711,-0.812278097,-1.122991275,-1.628401126,-1.596378318,-1.187947957,-1.028483175,-1.110345754,-2.09694342,-2.258463899,-1.341201988,-1.012007368,-0.859827343,-0.940753797,-1.270694533,-1.398322201,-0.954190459,-0.264704355,0.026766758,,
Luxembourg,LUX,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.251745707,1.33968317,1.328347571,1.342387029,1.361840137,1.404742464,1.361143941,1.253502484,1.243870803,1.350621285,1.344082996,1.190456345,1.047660816,1.21520088,1.421332565,1.530054663,1.595051918,1.544386847,1.787496632,1.85177523,1.825405804,2.222660503,2.4015419,2.311176253,2.356978705,2.359951181,2.155311988,2.430976418,1.928837514,1.96284492,1.666358674,,
Latvia,LVA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.142736398,-0.473114694,-1.376795066,-1.971932096,-1.673828701,-1.425810812,-1.126375096,-0.996762289,-0.942918937,-0.813961204,-0.963935407,-1.291486944,-1.161838224,-0.966400801,-1.091312956,-1.080571457,-0.917272957,-0.816175507,-1.050939544,-1.651024968,-2.08130509,-1.820767002,-1.240359153,-1.071034803,-0.941743354,-0.818626341,-0.913885332,-0.886215573,-0.779138396,-0.69523914,-0.701211571,,
"Macao SAR, China",MAC,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.750204939,3.413946429,2.716700365,2.215520016,2.096787501,2.002053068,1.911816693,1.814517239,1.704124199,1.597107953,1.487756823,1.659246027,2.372558229,2.821504467,2.77099628,2.715517612,2.67441294,2.648029807,2.625279077,2.608773029,2.595031824,2.429615212,2.039126998,1.803915803,1.802575819,1.816016042,1.843799893,1.884356438,1.920344372,1.926360529,1.885220497,,
St. Martin (French part),MAF,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.704696799,2.142072301,1.03513067,0.727500549,0.453716643,0.187027173,-0.095170124,-0.367935549,-0.674648541,-0.010309101,1.740833279,2.590274326,2.512033563,2.437946672,2.376864285,2.282824494,2.161686894,2.038582252,1.857269266,1.649193965,0.898201382,-0.296670913,-0.895330398,-1.080035615,-1.066300653,-0.685821046,-0.598589807,-0.90900535,-1.884529348,-2.183055951,-1.729799199,,
Morocco,MAR,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.735344812,1.68397154,1.637675662,1.586134401,1.518147563,1.505681819,1.492784717,1.463455253,1.430408732,1.376402315,1.330562927,1.307090678,1.276705585,1.219262665,1.245878478,1.319052688,1.309479244,1.28772192,1.280037201,1.281106246,1.308351545,1.342665543,1.353772467,1.344233843,1.30806294,1.253058273,1.223170234,1.191629424,1.117897027,1.043584127,1.053160179,,
Monaco,MCO,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831034299,0.771849528,0.749702002,0.744123269,0.735427307,0.730058236,0.749991649,0.781953205,0.751051414,0.572730386,0.21893655,-0.064705975,-0.178929556,-0.216376703,-0.247862316,-0.295136676,-0.405287997,-0.589029494,0.122477836,1.677520937,2.369771915,2.285456208,2.19981192,2.067809862,1.915204971,1.78404622,0.84246953,-0.072859748,-0.040500588,0.013502019,-0.302883027,,
Moldova,MDA,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.461654049,0.243535095,0.081057947,-0.027023221,-0.243403377,-0.485916253,-0.200220625,-0.369835352,-0.040397573,-0.157010552,-0.203371722,-0.223625637,-0.231580062,-0.281602495,-0.247447154,-0.243318712,-0.277922768,-0.231718325,-0.190349156,-0.126263392,-0.099832974,-0.057836265,-0.013109544,-0.026783769,-0.06097206,-0.76704956,-1.163022378,-1.727058466,-1.757004421,-1.600316536,-1.098031659,,
Madagascar,MDG,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.955257307,3.005014484,3.040871647,3.094667744,3.145236012,3.171940651,3.181326856,3.172133841,3.144005624,3.098523033,3.039901008,2.996230705,2.96156859,2.933416316,2.92703465,2.923285684,2.926752462,2.926524522,2.91149153,2.89947279,2.865949148,2.800165011,2.728140997,2.67158914,2.627137771,2.588187143,2.586011484,2.584164852,2.554077041,2.525316628,2.482422893,,
Maldives,MDV,Population growth (annual %),SP.POP.GROW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.170324263,3.147444164,2.964871328,2.76688283,2.552513258,2.353907304,2.158118731,1.951341845,1.752323611,1.563701103,1.568301447,1.690716983,1.711543347,1.676685986,1.638114517,1.603244043,2.376286342,3.354355829,3.552288956,3.544224471,3.529155518,3.496208754,3.438491239,3.346640402,3.917483406,4.422534092,4.196904224,3.926287795,3.599640348,2.96723054,1.949134572,,
